"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Age-standardised mortality rate","2021","Female","Co. Cavan","0 - 74 years","Accidents","Rate","22.25"
"Age-standardised mortality rate","2021","Female","Co. Cavan","65 years and over","Accidents","Rate","81.06"
"Age-standardised mortality rate","2021","Female","Co. Cavan","75 years and over","Accidents","Rate","75.08"
"Age-standardised mortality rate","2021","Female","Co. Cavan","All ages","Accidents","Rate","27"
"Age-standardised mortality rate","2021","Female","Co. Carlow","0 - 64 years","Accidents","Rate","8.02"
"Age-standardised mortality rate","2021","Female","Co. Carlow","0 - 74 years","Accidents","Rate","11.77"
"Age-standardised mortality rate","2021","Female","Co. Carlow","65 years and over","Accidents","Rate","21.79"
"Age-standardised mortality rate","2021","Female","Co. Carlow","75 years and over","Accidents","Rate","0"
"Age-standardised mortality rate","2021","Female","Co. Carlow","All ages","Accidents","Rate","10.71"
"Age-standardised mortality rate","2021","Female","Co. Donegal","0 - 64 years","Accidents","Rate","5.93"
"Age-standardised mortality rate","2021","Female","Co. Donegal","0 - 74 years","Accidents","Rate","6.72"
"Age-standardised mortality rate","2021","Female","Co. Donegal","65 years and over","Accidents","Rate","61.49"
"Age-standardised mortality rate","2021","Female","Co. Donegal","75 years and over","Accidents","Rate","118.31"
"Age-standardised mortality rate","2021","Female","Co. Donegal","All ages","Accidents","Rate","16.77"
"Age-standardised mortality rate","2021","Female","Co. Dublin","0 - 64 years","Accidents","Rate","9.47"
"Age-standardised mortality rate","2021","Female","Co. Dublin","0 - 74 years","Accidents","Rate","10.64"
"Age-standardised mortality rate","2021","Female","Co. Dublin","65 years and over","Accidents","Rate","56.35"
"Age-standardised mortality rate","2021","Female","Co. Dublin","75 years and over","Accidents","Rate","99.21"
"Age-standardised mortality rate","2021","Female","Co. Dublin","All ages","Accidents","Rate","18.62"
"Age-standardised mortality rate","2021","Female","Co. Galway","0 - 64 years","Accidents","Rate","7.49"
"Age-standardised mortality rate","2021","Female","Co. Galway","0 - 74 years","Accidents","Rate","11.43"
"Age-standardised mortality rate","2021","Female","Co. Galway","65 years and over","Accidents","Rate","78.2"
"Age-standardised mortality rate","2021","Female","Co. Galway","75 years and over","Accidents","Rate","120.88"
"Age-standardised mortality rate","2021","Female","Co. Galway","All ages","Accidents","Rate","21.28"
"Age-standardised mortality rate","2021","Female","Co. Kildare","0 - 64 years","Accidents","Rate","5.64"
"Age-standardised mortality rate","2021","Female","Co. Kildare","0 - 74 years","Accidents","Rate","7.41"
"Age-standardised mortality rate","2021","Female","Co. Kildare","65 years and over","Accidents","Rate","92.06"
"Age-standardised mortality rate","2021","Female","Co. Kildare","75 years and over","Accidents","Rate","174.96"
"Age-standardised mortality rate","2021","Female","Co. Kildare","All ages","Accidents","Rate","22.49"
"Age-standardised mortality rate","2021","Female","Co. Kilkenny","0 - 64 years","Accidents","Rate","7.44"
"Age-standardised mortality rate","2021","Female","Co. Kilkenny","0 - 74 years","Accidents","Rate","8.9"
"Age-standardised mortality rate","2021","Female","Co. Kilkenny","65 years and over","Accidents","Rate","33.3"
"Age-standardised mortality rate","2021","Female","Co. Kilkenny","75 years and over","Accidents","Rate","48.78"
"Age-standardised mortality rate","2021","Female","Co. Kilkenny","All ages","Accidents","Rate","12.49"
"Age-standardised mortality rate","2021","Female","Co. Kerry","0 - 64 years","Accidents","Rate","6.64"
"Age-standardised mortality rate","2021","Female","Co. Kerry","0 - 74 years","Accidents","Rate","8.76"
"Age-standardised mortality rate","2021","Female","Co. Kerry","65 years and over","Accidents","Rate","58.59"
"Age-standardised mortality rate","2021","Female","Co. Kerry","75 years and over","Accidents","Rate","97.81"
"Age-standardised mortality rate","2021","Female","Co. Kerry","All ages","Accidents","Rate","16.77"
"Age-standardised mortality rate","2021","Female","Co. Longford","0 - 64 years","Accidents","Rate","5.95"
"Age-standardised mortality rate","2021","Female","Co. Longford","0 - 74 years","Accidents","Rate","11.21"
"Age-standardised mortality rate","2021","Female","Co. Longford","65 years and over","Accidents","Rate","180.69"
"Age-standardised mortality rate","2021","Female","Co. Longford","75 years and over","Accidents","Rate","331.36"
"Age-standardised mortality rate","2021","Female","Co. Longford","All ages","Accidents","Rate","40.03"
"Age-standardised mortality rate","2021","Female","Co. Louth","0 - 64 years","Accidents","Rate","7.23"
"Age-standardised mortality rate","2021","Female","Co. Louth","0 - 74 years","Accidents","Rate","6.4"
"Age-standardised mortality rate","2021","Female","Co. Louth","65 years and over","Accidents","Rate","69.34"
"Age-standardised mortality rate","2021","Female","Co. Louth","75 years and over","Accidents","Rate","150.23"
"Age-standardised mortality rate","2021","Female","Co. Louth","All ages","Accidents","Rate","19.34"
"Age-standardised mortality rate","2021","Female","Co. Limerick","0 - 64 years","Accidents","Rate","9.9"
"Age-standardised mortality rate","2021","Female","Co. Limerick","0 - 74 years","Accidents","Rate","13.59"
"Age-standardised mortality rate","2021","Female","Co. Limerick","65 years and over","Accidents","Rate","75.26"
"Age-standardised mortality rate","2021","Female","Co. Limerick","75 years and over","Accidents","Rate","114.19"
"Age-standardised mortality rate","2021","Female","Co. Limerick","All ages","Accidents","Rate","22.64"
"Age-standardised mortality rate","2021","Female","Co. Leitrim","0 - 64 years","Accidents","Rate","7.06"
"Age-standardised mortality rate","2021","Female","Co. Leitrim","0 - 74 years","Accidents","Rate","6.25"
"Age-standardised mortality rate","2021","Female","Co. Leitrim","65 years and over","Accidents","Rate","59.28"
"Age-standardised mortality rate","2021","Female","Co. Leitrim","75 years and over","Accidents","Rate","128.44"
"Age-standardised mortality rate","2021","Female","Co. Leitrim","All ages","Accidents","Rate","17.25"
"Age-standardised mortality rate","2021","Female","Co. Laois","0 - 64 years","Accidents","Rate","3.05"
"Age-standardised mortality rate","2021","Female","Co. Laois","0 - 74 years","Accidents","Rate","2.7"
"Age-standardised mortality rate","2021","Female","Co. Laois","65 years and over","Accidents","Rate","72.97"
"Age-standardised mortality rate","2021","Female","Co. Laois","75 years and over","Accidents","Rate","158.09"
"Age-standardised mortality rate","2021","Female","Co. Laois","All ages","Accidents","Rate","16.69"
"Age-standardised mortality rate","2021","Female","Co. Meath","0 - 64 years","Accidents","Rate","5.66"
"Age-standardised mortality rate","2021","Female","Co. Meath","0 - 74 years","Accidents","Rate","5.01"
"Age-standardised mortality rate","2021","Female","Co. Meath","65 years and over","Accidents","Rate","59.36"
"Age-standardised mortality rate","2021","Female","Co. Meath","75 years and over","Accidents","Rate","128.61"
"Age-standardised mortality rate","2021","Female","Co. Meath","All ages","Accidents","Rate","16.13"
"Age-standardised mortality rate","2021","Female","Co. Monaghan","0 - 64 years","Accidents","Rate","4"
"Age-standardised mortality rate","2021","Female","Co. Monaghan","0 - 74 years","Accidents","Rate","11.43"
"Age-standardised mortality rate","2021","Female","Co. Monaghan","65 years and over","Accidents","Rate","150.16"
"Age-standardised mortality rate","2021","Female","Co. Monaghan","75 years and over","Accidents","Rate","245.52"
"Age-standardised mortality rate","2021","Female","Co. Monaghan","All ages","Accidents","Rate","32.5"
"Age-standardised mortality rate","2021","Female","Co. Mayo","0 - 64 years","Accidents","Rate","5.29"
"Age-standardised mortality rate","2021","Female","Co. Mayo","0 - 74 years","Accidents","Rate","4.68"
"Age-standardised mortality rate","2021","Female","Co. Mayo","65 years and over","Accidents","Rate","21.6"
"Age-standardised mortality rate","2021","Female","Co. Mayo","75 years and over","Accidents","Rate","46.79"
"Age-standardised mortality rate","2021","Female","Co. Mayo","All ages","Accidents","Rate","8.47"
"Age-standardised mortality rate","2021","Female","Co. Offaly","0 - 64 years","Accidents","Rate","0"
"Age-standardised mortality rate","2021","Female","Co. Offaly","0 - 74 years","Accidents","Rate","2.96"
"Age-standardised mortality rate","2021","Female","Co. Offaly","65 years and over","Accidents","Rate","60.38"
"Age-standardised mortality rate","2021","Female","Co. Offaly","75 years and over","Accidents","Rate","100.89"
"Age-standardised mortality rate","2021","Female","Co. Offaly","All ages","Accidents","Rate","11.77"
"Age-standardised mortality rate","2021","Female","Co. Roscommon","0 - 64 years","Accidents","Rate","10.89"
"Age-standardised mortality rate","2021","Female","Co. Roscommon","0 - 74 years","Accidents","Rate","13.08"
"Age-standardised mortality rate","2021","Female","Co. Roscommon","65 years and over","Accidents","Rate","59.09"
"Age-standardised mortality rate","2021","Female","Co. Roscommon","75 years and over","Accidents","Rate","93.17"
"Age-standardised mortality rate","2021","Female","Co. Roscommon","All ages","Accidents","Rate","20.29"
"Age-standardised mortality rate","2021","Female","Co. Sligo","0 - 64 years","Accidents","Rate","6.81"
"Age-standardised mortality rate","2021","Female","Co. Sligo","0 - 74 years","Accidents","Rate","6.02"
"Age-standardised mortality rate","2021","Female","Co. Sligo","65 years and over","Accidents","Rate","43.58"
"Age-standardised mortality rate","2021","Female","Co. Sligo","75 years and over","Accidents","Rate","94.42"
"Age-standardised mortality rate","2021","Female","Co. Sligo","All ages","Accidents","Rate","13.98"
"Age-standardised mortality rate","2021","Female","Co. Tipperary","0 - 64 years","Accidents","Rate","10.2"
"Age-standardised mortality rate","2021","Female","Co. Tipperary","0 - 74 years","Accidents","Rate","9.02"
"Age-standardised mortality rate","2021","Female","Co. Tipperary","65 years and over","Accidents","Rate","32.8"
"Age-standardised mortality rate","2021","Female","Co. Tipperary","75 years and over","Accidents","Rate","71.07"
"Age-standardised mortality rate","2021","Female","Co. Tipperary","All ages","Accidents","Rate","14.61"
"Age-standardised mortality rate","2021","Female","Co. Waterford","0 - 64 years","Accidents","Rate","12.4"
"Age-standardised mortality rate","2021","Female","Co. Waterford","0 - 74 years","Accidents","Rate","12.93"
"Age-standardised mortality rate","2021","Female","Co. Waterford","65 years and over","Accidents","Rate","73.79"
"Age-standardised mortality rate","2021","Female","Co. Waterford","75 years and over","Accidents","Rate","140.07"
"Age-standardised mortality rate","2021","Female","Co. Waterford","All ages","Accidents","Rate","24.37"
"Age-standardised mortality rate","2021","Female","Co. Wicklow","0 - 64 years","Accidents","Rate","6.63"
"Age-standardised mortality rate","2021","Female","Co. Wicklow","0 - 74 years","Accidents","Rate","9.31"
"Age-standardised mortality rate","2021","Female","Co. Wicklow","65 years and over","Accidents","Rate","75.66"
"Age-standardised mortality rate","2021","Female","Co. Wicklow","75 years and over","Accidents","Rate","129.08"
"Age-standardised mortality rate","2021","Female","Co. Wicklow","All ages","Accidents","Rate","20.09"
"Age-standardised mortality rate","2021","Female","Co. Westmeath","0 - 64 years","Accidents","Rate","8.09"
"Age-standardised mortality rate","2021","Female","Co. Westmeath","0 - 74 years","Accidents","Rate","7.16"
"Age-standardised mortality rate","2021","Female","Co. Westmeath","65 years and over","Accidents","Rate","59.07"
"Age-standardised mortality rate","2021","Female","Co. Westmeath","75 years and over","Accidents","Rate","127.98"
"Age-standardised mortality rate","2021","Female","Co. Westmeath","All ages","Accidents","Rate","18.03"
"Age-standardised mortality rate","2021","Female","Co. Wexford","0 - 64 years","Accidents","Rate","8.97"
"Age-standardised mortality rate","2021","Female","Co. Wexford","0 - 74 years","Accidents","Rate","10.95"
"Age-standardised mortality rate","2021","Female","Co. Wexford","65 years and over","Accidents","Rate","61.78"
"Age-standardised mortality rate","2021","Female","Co. Wexford","75 years and over","Accidents","Rate","103.32"
"Age-standardised mortality rate","2021","Female","Co. Wexford","All ages","Accidents","Rate","19.26"
"Age-standardised mortality rate","2022","Both sexes","Ireland","0 - 64 years","Accidents","Rate","13.7"
"Age-standardised mortality rate","2022","Both sexes","Ireland","0 - 74 years","Accidents","Rate","15.9"
"Age-standardised mortality rate","2022","Both sexes","Ireland","65 years and over","Accidents","Rate","84.64"
"Age-standardised mortality rate","2022","Both sexes","Ireland","75 years and over","Accidents","Rate","145.1"
"Age-standardised mortality rate","2022","Both sexes","Ireland","All ages","Accidents","Rate","27.53"
"Age-standardised mortality rate","2022","Both sexes","Co. Clare","0 - 64 years","Accidents","Rate","16.69"
"Age-standardised mortality rate","2022","Both sexes","Co. Clare","0 - 74 years","Accidents","Rate","17.65"
"Age-standardised mortality rate","2022","Both sexes","Co. Clare","65 years and over","Accidents","Rate","117.92"
"Age-standardised mortality rate","2022","Both sexes","Co. Clare","75 years and over","Accidents","Rate","226.34"
"Age-standardised mortality rate","2022","Both sexes","Co. Clare","All ages","Accidents","Rate","36.43"
